CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,QUANTIZED_INC,QUANTIZED_AGE,QUANTIZED_WORK_YEAR,target
0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12733,-3185,1,1,0,0,Drivers,2.0,lowest,low,lowest,0
1,1,1,4,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13754,-4169,1,0,0,0,Medicine staff,6.0,lowest,low,low,0
0,1,1,1,247500.0,Working,Higher education,Married,Municipal apartment,-15606,-160,1,0,1,0,Sales staff,3.0,high,medium,lowest,0
0,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15031,-1436,1,0,0,0,Laborers,4.0,medium,medium,lowest,0
1,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,highest,low,low,0
0,1,0,2,166500.0,Commercial associate,Higher education,Married,House / apartment,-12312,-1199,1,0,0,0,Core staff,4.0,medium,low,lowest,0
1,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2.0,lowest,medium,lowest,0
1,0,0,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-10229,-1209,1,0,0,0,Accountants,1.0,high,lowest,lowest,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15296,-4244,1,1,0,0,Drivers,3.0,high,medium,low,0
1,1,1,0,54000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8627,-1537,1,0,0,0,Medicine staff,1.0,lowest,lowest,lowest,0
1,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18222,-5555,1,0,0,0,,2.0,medium,high,low,0
1,0,1,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14783,-3397,1,0,0,0,Core staff,2.0,highest,medium,low,0
0,1,0,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10733,-1763,1,0,0,0,Laborers,1.0,medium,lowest,lowest,0
1,0,1,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,1,0,1,0,Sales staff,2.0,high,lowest,lowest,0
1,1,1,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16447,-1468,1,1,0,0,Cleaning staff,2.0,lowest,medium,lowest,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21396,-1013,1,0,0,1,High skill tech staff,2.0,low,high,lowest,0
0,1,1,0,202500.0,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,2.0,high,medium,lowest,0
1,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,1,0,0,0,Sales staff,3.0,low,low,lowest,0
0,1,1,0,310500.0,Working,Secondary / secondary special,Married,House / apartment,-17067,-1720,1,0,1,1,High skill tech staff,2.0,highest,medium,lowest,0
1,1,1,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21717,365243,1,0,0,0,,2.0,high,highest,lowest,0
1,0,0,0,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1.0,low,highest,lowest,0
1,0,1,1,117000.0,Working,Higher education,Married,House / apartment,-18989,-551,1,1,0,0,Cleaning staff,3.0,low,high,lowest,0
1,0,1,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-13012,-1342,1,0,1,0,Sales staff,3.0,lowest,low,lowest,0
1,0,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1.0,low,highest,lowest,0
1,1,1,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,highest,low,lowest,0
1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17614,-4219,1,0,0,0,Sales staff,2.0,low,medium,low,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,1,0,0,0,,1.0,medium,highest,lowest,0
0,1,1,0,202500.0,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,2.0,high,medium,lowest,1
1,0,0,1,112500.0,Working,Secondary / secondary special,Married,With parents,-11499,-4006,1,0,1,1,Core staff,3.0,lowest,low,low,0
1,0,0,1,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12217,-2349,1,1,0,0,,3.0,high,low,lowest,0
1,0,1,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15675,-305,1,0,0,0,Sales staff,2.0,low,medium,lowest,0
0,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,-21886,-3649,1,0,0,0,Managers,2.0,highest,highest,low,0
0,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,1.0,high,medium,lowest,1
1,0,0,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,1,0,0,0,,3.0,medium,low,lowest,0
1,0,0,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,-11352,-308,1,0,0,0,Sales staff,1.0,lowest,low,lowest,0
0,0,0,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538,-5422,1,1,1,0,Drivers,3.0,highest,low,low,0
1,0,0,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,1,0,1,0,,1.0,lowest,highest,lowest,0
0,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,2.0,low,high,low,0
1,0,1,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21894,365243,1,0,0,0,,1.0,high,highest,lowest,0
0,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14136,-2628,1,1,0,0,Managers,4.0,high,low,lowest,0
0,1,0,2,184500.0,Working,Higher education,Married,House / apartment,-12518,-926,1,1,0,0,Drivers,4.0,high,low,lowest,0
1,0,0,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269,-604,1,0,0,0,Managers,3.0,low,low,lowest,0
1,0,1,0,225000.0,Pensioner,Higher education,Married,House / apartment,-23602,365243,1,0,0,0,,2.0,high,highest,lowest,0
0,1,1,0,180000.0,State servant,Higher education,Married,House / apartment,-10091,-643,1,0,0,0,High skill tech staff,2.0,medium,lowest,lowest,1
1,1,1,0,135000.0,Working,Higher education,Married,House / apartment,-15468,-4834,1,0,0,1,,2.0,low,medium,low,0
1,1,1,1,630000.0,Working,Secondary / secondary special,Married,House / apartment,-17755,-401,1,0,0,0,,3.0,highest,medium,lowest,0
1,0,1,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,0,1,0,225000.0,Pensioner,Higher education,Civil marriage,House / apartment,-16518,365243,1,0,0,0,,2.0,high,medium,lowest,0
0,1,1,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14770,-1173,1,0,0,0,Drivers,4.0,medium,medium,lowest,0
0,1,0,0,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12099,-1567,1,0,0,0,Laborers,1.0,low,low,lowest,0
1,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,1,0,0,0,Sales staff,2.0,medium,low,lowest,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,-20482,-5030,1,1,1,0,,1.0,lowest,high,low,0
0,1,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3.0,high,medium,lowest,0
0,1,0,1,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16912,-2072,1,0,0,0,Laborers,3.0,highest,medium,lowest,0
1,1,0,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4.0,low,low,lowest,0
0,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,1,0,0,0,Drivers,4.0,high,medium,lowest,0
1,1,1,0,742500.0,Pensioner,Higher education,Separated,House / apartment,-21792,365243,1,0,0,0,,1.0,highest,highest,lowest,0
0,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,high,lowest,lowest,0
0,1,1,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,Laborers,3.0,high,medium,lowest,0
0,0,1,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17038,-5498,1,0,1,0,Drivers,1.0,highest,medium,low,0
1,1,1,0,135000.0,Pensioner,Higher education,Separated,House / apartment,-21844,365243,1,0,0,0,,1.0,low,highest,lowest,0
1,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-21016,-14018,1,0,0,0,Medicine staff,2.0,highest,high,highest,0
1,1,1,1,171000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11095,-1993,1,0,0,1,,3.0,medium,low,lowest,0
1,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12847,-1111,1,1,1,0,Sales staff,3.0,lowest,low,lowest,0
1,1,1,0,135000.0,Working,Higher education,Married,House / apartment,-15468,-4834,1,0,0,1,,2.0,low,medium,low,0
0,1,1,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-12846,-164,1,0,0,0,Managers,2.0,highest,low,lowest,0
0,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638,-5891,1,0,0,0,Laborers,1.0,highest,medium,low,0
1,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20009,-5099,1,1,1,0,Laborers,2.0,lowest,high,low,0
0,1,0,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10986,-3595,1,1,1,0,Laborers,2.0,medium,low,low,0
1,0,0,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-22846,-9239,1,0,0,0,,2.0,high,highest,medium,0
1,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,lowest,lowest,lowest,0
1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,0,1,0,153000.0,Working,Higher education,Single / not married,House / apartment,-10762,-683,1,0,1,0,Core staff,1.0,medium,lowest,lowest,0
1,0,0,1,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-12910,-1661,1,1,0,0,High skill tech staff,3.0,high,low,lowest,0
0,0,1,0,42300.0,Pensioner,Lower secondary,Married,House / apartment,-22600,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,0,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8899,-2326,1,1,1,0,Waiters/barmen staff,2.0,low,lowest,lowest,0
1,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211,-777,1,1,1,0,Core staff,2.0,low,low,lowest,0
0,1,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10000,-1779,1,0,0,0,Laborers,3.0,low,lowest,lowest,0
1,0,0,0,112500.0,Commercial associate,Secondary / secondary special,Married,With parents,-11453,-277,1,0,0,0,Medicine staff,2.0,lowest,low,lowest,0
1,0,1,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23341,-5437,1,0,0,0,Medicine staff,1.0,high,highest,low,0
1,0,1,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887,-217,1,1,1,0,Laborers,2.0,lowest,medium,lowest,0
1,1,1,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15849,-1138,1,0,0,0,Private service staff,1.0,medium,medium,lowest,0
1,0,1,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008,-3697,1,0,0,0,Laborers,4.0,highest,low,low,0
1,1,0,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23773,365243,1,0,1,0,,2.0,lowest,highest,lowest,1
0,1,1,2,225000.0,Working,Higher education,Married,House / apartment,-13456,-992,1,0,0,0,Drivers,4.0,high,low,lowest,0
1,0,0,1,162000.0,Working,Incomplete higher,Civil marriage,House / apartment,-12580,-3109,1,1,1,0,Core staff,3.0,medium,low,lowest,0
1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20725,-1847,1,0,0,1,Secretaries,2.0,low,high,lowest,0
1,0,0,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,5.0,lowest,medium,lowest,0
1,0,1,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,1,0,0,0,Waiters/barmen staff,2.0,medium,low,lowest,0
1,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20017,-1710,1,1,0,0,Sales staff,2.0,lowest,high,lowest,0
1,0,1,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19844,365243,1,0,0,0,,1.0,medium,high,lowest,0
1,1,1,2,1125000.0,Commercial associate,Higher education,Married,House / apartment,-14339,-2653,1,1,1,0,Managers,4.0,highest,low,lowest,0
1,1,0,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,highest,low,lowest,0
1,0,1,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,365243,1,0,0,0,,2.0,medium,high,lowest,0
1,0,0,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-15309,-5179,1,1,1,0,Core staff,2.0,high,medium,low,0
1,1,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20352,-673,1,0,1,0,,2.0,lowest,high,lowest,1
1,1,0,0,135000.0,Commercial associate,Lower secondary,Married,House / apartment,-12427,-614,1,0,0,0,Laborers,2.0,low,low,lowest,0
1,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17147,-3822,1,0,1,0,Sales staff,2.0,highest,medium,low,0
0,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21854,-764,1,0,0,0,Laborers,2.0,medium,highest,lowest,0
0,1,1,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16653,-1646,1,0,0,0,Drivers,2.0,highest,medium,lowest,0
1,0,1,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10692,-946,1,1,1,1,Cooking staff,2.0,low,lowest,lowest,0
1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22788,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
1,0,1,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,-21845,365243,1,0,0,0,,1.0,high,highest,lowest,1
1,0,1,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22234,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
1,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,,2.0,highest,high,lowest,0
0,1,1,0,360000.0,Working,Higher education,Married,House / apartment,-17255,-4865,1,0,0,0,Laborers,2.0,highest,medium,low,0
0,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18672,-2477,1,1,1,0,Laborers,2.0,high,high,lowest,0
1,0,1,0,184500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24580,365243,1,0,0,0,,1.0,high,highest,lowest,0
0,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13645,-5374,1,0,0,0,Laborers,2.0,high,low,low,1
0,0,0,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,high,low,low,0
1,0,1,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-22501,365243,1,0,0,0,,1.0,low,highest,lowest,0
1,0,0,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,1.0,highest,high,high,0
0,0,0,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14339,-316,1,1,0,0,Core staff,2.0,medium,low,lowest,0
1,0,1,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0,highest,medium,medium,0
1,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,lowest,low,medium,0
1,0,1,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21289,365243,1,0,0,0,,2.0,lowest,high,lowest,0
1,0,1,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-12279,-1844,1,1,0,0,Laborers,2.0,medium,low,lowest,0
0,1,1,0,202500.0,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,2.0,high,medium,lowest,0
1,0,1,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-12379,-4453,1,0,0,1,Sales staff,2.0,highest,low,low,1
0,0,1,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18394,-5155,1,0,0,0,Laborers,3.0,lowest,high,low,0
0,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-8824,-1131,1,0,0,0,,2.0,high,lowest,lowest,0
0,0,1,0,225000.0,Working,Higher education,Married,House / apartment,-16772,-279,1,0,0,0,High skill tech staff,2.0,high,medium,lowest,0
1,0,0,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320,-2257,1,0,0,0,High skill tech staff,3.0,lowest,lowest,lowest,0
1,0,1,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21284,365243,1,0,0,1,,2.0,medium,high,lowest,0
0,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12777,-3541,1,0,0,0,Laborers,2.0,highest,low,low,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9662,-831,1,0,0,0,Drivers,1.0,low,lowest,lowest,0
1,0,1,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23802,365243,1,0,0,0,,2.0,lowest,highest,lowest,0
0,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10191,-2218,1,0,0,0,Drivers,2.0,high,lowest,lowest,1
1,0,1,0,144000.0,State servant,Higher education,Married,House / apartment,-18913,-4449,1,0,0,0,,2.0,medium,high,low,0
1,0,1,1,162000.0,Working,Secondary / secondary special,Married,House / apartment,-12673,-1236,1,0,1,1,,3.0,medium,low,lowest,0
1,0,1,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23598,365243,1,0,0,0,,2.0,medium,highest,lowest,0
1,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0,high,medium,lowest,0
1,0,0,0,166500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21914,365243,1,0,0,0,,1.0,medium,highest,lowest,0
1,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3.0,low,medium,lowest,0
1,0,1,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010,-3050,1,0,1,1,Private service staff,1.0,highest,low,lowest,0
1,1,1,3,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13968,-2508,1,0,0,0,Sales staff,5.0,high,low,lowest,0
0,1,1,0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,1,0,0,0,,2.0,highest,medium,low,0
0,1,0,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-12925,-1693,1,0,0,1,IT staff,3.0,medium,low,lowest,0
0,1,0,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8528,-531,1,0,0,0,,1.0,medium,lowest,lowest,0
0,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19647,-4207,1,0,0,0,,2.0,low,high,low,0
1,0,1,0,126000.0,Working,Higher education,Married,House / apartment,-17871,-959,1,0,0,0,Core staff,2.0,low,medium,lowest,0
1,0,1,0,139500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20514,-5707,1,0,1,0,,2.0,medium,high,low,0
0,1,0,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-24339,-5181,1,0,0,0,High skill tech staff,2.0,highest,highest,low,0
0,1,1,0,324000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10403,-687,1,0,0,0,Laborers,1.0,highest,lowest,lowest,0
1,0,1,0,171000.0,Working,Incomplete higher,Married,House / apartment,-11052,-609,1,0,0,0,High skill tech staff,2.0,medium,low,lowest,0
1,1,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11965,-2863,1,0,0,0,Sales staff,4.0,low,low,lowest,0
0,0,0,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,low,lowest,lowest,0
1,0,1,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-20292,-1691,1,0,0,0,Laborers,2.0,lowest,high,lowest,0
1,0,1,1,157500.0,State servant,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,3.0,medium,medium,low,1
1,0,1,0,157500.0,State servant,Higher education,Married,House / apartment,-9313,-615,1,0,0,0,,2.0,medium,lowest,lowest,0
1,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22670,365243,1,0,1,0,,2.0,lowest,highest,lowest,0
1,0,0,0,198000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18813,-9748,1,0,0,0,Laborers,2.0,high,high,high,0
1,1,1,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,-20791,-4814,1,1,1,0,Managers,1.0,highest,high,low,0
1,0,0,1,540000.0,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,1,0,0,Managers,2.0,highest,medium,lowest,0
1,0,1,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975,-8760,1,0,0,0,Private service staff,3.0,high,medium,medium,0
1,0,1,1,175500.0,Working,Secondary / secondary special,Married,House / apartment,-16704,-132,1,1,0,0,Cleaning staff,3.0,medium,medium,lowest,0
1,0,0,1,81000.0,State servant,Higher education,Married,With parents,-11707,-2317,1,0,0,0,Core staff,3.0,lowest,low,lowest,0
0,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22765,365243,1,0,1,0,,2.0,low,highest,lowest,0
1,0,1,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-19728,-277,1,0,0,0,Sales staff,2.0,lowest,high,lowest,0
1,1,0,0,180000.0,Working,Higher education,Married,House / apartment,-14943,-1650,1,1,0,0,Core staff,2.0,medium,medium,lowest,1
1,0,1,0,76500.0,Pensioner,Higher education,Single / not married,House / apartment,-23372,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,1,1,1,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13845,-2728,1,0,0,0,Laborers,3.0,low,low,lowest,0
1,1,0,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11352,-1160,1,1,0,0,Sales staff,4.0,lowest,low,lowest,1
1,0,1,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20023,-1894,1,0,0,1,Managers,2.0,highest,high,lowest,0
0,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2.0,medium,medium,lowest,0
0,0,0,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-15744,-4365,1,1,1,1,,1.0,high,medium,low,0
1,1,1,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20228,365243,1,0,0,0,,2.0,low,high,lowest,0
1,0,1,0,162000.0,Commercial associate,Lower secondary,Married,House / apartment,-10376,-3092,1,0,0,0,,2.0,medium,lowest,lowest,0
0,1,1,0,180000.0,State servant,Higher education,Single / not married,House / apartment,-8507,-1082,1,0,0,0,Core staff,1.0,medium,lowest,lowest,0
0,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13706,-932,1,0,1,0,Laborers,3.0,medium,low,lowest,0
1,0,0,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-18473,-2531,1,0,1,0,Cooking staff,1.0,low,high,lowest,0
1,0,1,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-19818,-11398,1,0,0,0,,2.0,lowest,high,high,0
0,0,0,0,135000.0,Working,Higher education,Single / not married,With parents,-10082,-528,1,1,1,0,,1.0,low,lowest,lowest,0
0,1,0,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14542,-444,1,1,1,1,,2.0,high,low,lowest,0
1,1,1,0,247500.0,State servant,Higher education,Single / not married,House / apartment,-12019,-4773,1,1,1,0,Core staff,1.0,high,low,low,0
1,0,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11084,-2697,1,0,0,0,Managers,2.0,low,low,lowest,0
1,0,0,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758,-1619,1,0,0,0,Waiters/barmen staff,2.0,lowest,medium,lowest,0
1,0,1,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23789,365243,1,0,0,0,,1.0,medium,highest,lowest,0
1,1,1,4,157500.0,State servant,Secondary / secondary special,Separated,House / apartment,-13994,-4185,1,1,1,0,Security staff,5.0,medium,low,low,0
0,0,0,0,99000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9966,-399,1,0,0,0,Laborers,2.0,lowest,lowest,lowest,0
1,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16940,-563,1,0,0,0,Laborers,2.0,lowest,medium,lowest,0
0,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8759,-1437,1,0,0,1,Laborers,2.0,lowest,lowest,lowest,0
1,0,1,0,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20145,-11907,1,1,1,0,Sales staff,1.0,lowest,high,high,0
1,0,1,0,67500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-13225,-829,1,1,0,0,Sales staff,1.0,lowest,low,lowest,0
1,1,0,1,166500.0,State servant,Higher education,Married,House / apartment,-14489,-5819,1,0,0,0,Medicine staff,3.0,medium,low,low,0
1,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17840,-1993,1,0,1,1,High skill tech staff,2.0,low,medium,lowest,0
1,1,1,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12570,-3095,1,1,0,0,Managers,2.0,highest,low,lowest,0
1,1,1,1,265500.0,Working,Higher education,Married,With parents,-10998,-2514,1,0,0,0,Accountants,3.0,highest,low,lowest,1
1,1,0,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12767,-4614,1,0,0,0,Sales staff,3.0,high,low,low,0
1,0,1,0,225000.0,Working,Higher education,Married,House / apartment,-16202,-2939,1,1,1,0,Managers,2.0,high,medium,lowest,0
0,1,0,1,247500.0,Working,Higher education,Married,House / apartment,-9296,-194,1,1,0,1,,3.0,high,lowest,lowest,0
1,0,0,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23871,365243,1,0,0,0,,1.0,lowest,highest,lowest,0
1,1,1,1,157500.0,Working,Higher education,Married,With parents,-10845,-521,1,0,0,1,High skill tech staff,3.0,medium,lowest,lowest,0
